"STAND","StrainAlias","FINAL1011order","Clade","Ploidy","Ty1_ratio_over_ploidy","Ty2_ratio_over_ploidy","Ty3_ratio_over_ploidy","Ty4_ratio_over_ploidy","Ty5_ratio_over_ploidy","Total_ratio_over_ploidy","Ty1_count","Ty2_count","Ty3_count","Ty4_count","Ty5_count","Total_count","Sporulation in water","Asci at 24h","Dyads at 24h","Asci at 72h","Dyads at 72h","CLS in water (day 8)","CLS in water (day 20)","CLS in SDC (day 7)","CLS in SDC (day 21)","CLS in SDC (day 35)","CLS in crSDC (day 7)","CLS in crSDC (day 21)","CLS in crSDC (day 35)"
"AMI",NA,551,"08.Mixed_origin",3,7.83,14.9,0.69,1.07,0.55,25.04,23.49,44.7,2.07,3.21,1.65,75.12,"0","41","0","87","12.64367816","45.8","35.200000000000003","58.024592230000003","20.81516809","23.878033859999999","93.806141519999997","54.744706209999997","33.70806408"
"AMG",NA,552,"08.Mixed_origin",3,7.61,14.16,0.67,1.06,0.56,24.06,22.83,42.48,2.01,3.18,1.68,72.18,"0","24","0","82","17.073170730000001","45.9","35.799999999999997","56.033436680000001","17.31327692","22.8571612","92.370060409999994","38.260526609999999","30.880983560000001"
"AMQ",NA,553,"08.Mixed_origin",3,7.28,14.52,0.98,1.05,0.6,24.43,21.84,43.56,2.94,3.15,1.8,73.29,"NA","31","0","85","15.29411765","NA","39.9","68.017529249999995","17.82501491","21.59529598","93.995019220000003","72.554201289999995","42.135386459999999"
"APK",NA,554,"08.Mixed_origin",3,7.46,14.67,0.65,1.05,0.67,24.5,22.38,44.01,1.95,3.15,2.01,73.5,"0","45","0","87","12.64367816","46.8","34.9","58.069052300000003","22.212969919999999","45.712973490000003","93.998170470000005","51.836949179999998","32.983497280000002"
"APN",NA,555,"08.Mixed_origin",3,7.39,13.37,0.66,1.8,0.73,23.95,22.17,40.11,1.98,5.4,2.19,71.85,"0","7","0","26","7.692307692","78.400000000000006","40.200000000000003","19.328613929999999","10.66787412","13.318378879999999","55.362832240000003","18.177615299999999","20.3627334"
"CIE",NA,556,"08.Mixed_origin",3,8.34,13.27,0.89,1.7,0.01,24.21,25.02,39.81,2.67,5.1,0.03,72.63,"0","0","NA","8","0","61.9","33.700000000000003","64.381221229999994","28.186728890000001","18.181158679999999","93.172247400000003","84.983776469999995","67.560388200000006"
"AEM",NA,557,"08.Mixed_origin",1,6.6,15.91,0,1.11,0,23.62,6.6,15.91,0,1.11,0,23.62,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AFT",NA,558,"08.Mixed_origin",4,7.97,16.76,0.76,2.15,1.36,29,31.88,67.04,3.04,8.6,5.44,116,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AQI",NA,559,"08.Mixed_origin",2,10.51,11.86,0,2.15,0.59,25.11,21.02,23.72,0,4.3,1.18,50.22,"0","0","NA","29","3.448275862","53","33.799999999999997","29.25557118","11.505738409999999","13.000819290000001","91.674273380000002","47.28067807","48.206585330000003"
"AFE",NA,560,"08.Mixed_origin",2,8.97,9.84,0.48,0.56,0,19.85,17.94,19.68,0.96,1.12,0,39.7,"NA","0","NA","0","NA","NA","21.4","23.104748789999999","1.9523821720000001","1.6157094599999999","90.678593849999999","64.212761920000005","46.642300759999998"
"ATR",NA,561,"08.Mixed_origin",2,8.4,13.78,0.46,1.15,0.58,24.37,16.8,27.56,0.92,2.3,1.16,48.74,"0","0","NA","0","NA","60.7","27.6","86.36193394","0.83335955799999994","1.653604987","25.679827549999999","8.6411556810000008","7.0713904449999996"
"AFC",NA,562,"08.Mixed_origin",2,8.74,15.16,1.01,2.69,0.72,28.32,17.48,30.32,2.02,5.38,1.44,56.64,"0","0","NA","0","NA","59.7","37.200000000000003","6.8346028050000003","5.3381126930000002","10.158133080000001","83.661473689999994","55.347765209999999","41.29399197"
"APM",NA,563,"08.Mixed_origin",2,10.84,12.8,0.49,2.2,0.51,26.84,21.68,25.6,0.98,4.4,1.02,53.68,"0","0","NA","0","NA","67.900000000000006","57.7","15.71284093","9.9333872660000004","18.494269679999999","94.190691799999996","40.842535480000002","31.38096139"
"API",NA,564,"08.Mixed_origin",2,9.24,11.94,1.5,2.19,0.5,25.37,18.48,23.88,3,4.38,1,50.74,"0","0","NA","16","0","61.9","44.7","20.386108190000002","13.784229209999999","22.27028099","91.984820799999994","42.525016450000003","33.781924439999997"
"ASL",NA,565,"08.Mixed_origin",2,11.59,12.9,0.95,1.58,1.16,28.18,23.18,25.8,1.9,3.16,2.32,56.36,"0","0","NA","0","NA","69.8","44.4","NA","NA","NA","NA","NA","NA"
"BTF",NA,566,"08.Mixed_origin",2,11.96,12.91,0.99,1.71,1.09,28.66,23.92,25.82,1.98,3.42,2.18,57.32,"0","0","NA","1","0","68.5","53.6","4.8219042679999999","1.6406030970000001","0.51343587300000004","51.74697638","38.612938159999999","37.294135009999998"
"ASP",NA,567,"08.Mixed_origin",2,9.96,11.53,0.91,2.23,1.17,25.8,19.92,23.06,1.82,4.46,2.34,51.6,"0","21","0","48","0","78.400000000000006","53.1","61.777483629999999","12.32117626","14.66037686","76.403269600000002","36.399493980000003","35.230850609999997"
"BCR",NA,568,"08.Mixed_origin",4,8.97,16.32,0.5,2.08,0.36,28.23,35.88,65.28,2,8.32,1.44,112.92,"0","0","NA","67","5.9701492539999998","50.8","24.9","41.655583139999997","8.3708207009999995","19.349008250000001","93.637690800000001","51.247883909999999","34.57186909"
"BCS",NA,569,"08.Mixed_origin",2,7.89,15.97,0.5,2.08,0.61,27.05,15.78,31.94,1,4.16,1.22,54.1,"0","0","NA","49","4.0816326529999998","87.2","65.5","82.734007660000003","22.657357879999999","9.0943832830000009","93.157591240000002","71.04942278","39.095636210000002"
"BCT",NA,570,"08.Mixed_origin",2,8.17,17.39,0.5,2.05,0,28.11,16.34,34.78,1,4.1,0,56.22,"0","0","NA","55","5.4545454549999999","73.8","49.4","68.005912870000003","20.28471244","11.84724463","94.905306390000007","71.657270940000004","49.707803630000001"
"AGK",NA,571,"08.Mixed_origin",1,12.48,17.05,0.88,2.3,1.65,34.36,12.48,17.05,0.88,2.3,1.65,34.36,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AGE",NA,572,"08.Mixed_origin",2,12.05,13.25,1.47,2.1,1.08,29.95,24.1,26.5,2.94,4.2,2.16,59.9,"0","0","NA","0","NA","57.4","28.7","NA","NA","NA","NA","NA","NA"
"BTC",NA,573,"08.Mixed_origin",2,8.88,12.2,0.95,0.57,0.55,23.15,17.76,24.4,1.9,1.14,1.1,46.3,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ABV",NA,574,"08.Mixed_origin",3,7.89,14.56,0.67,3.15,0.35,26.62,23.67,43.68,2.01,9.45,1.05,79.86,"0","0","NA","0","NA","82.6","69","55.050800940000002","6.9434992260000001","1.091982784","91.61817345","67.572194469999999","26.603385960000001"
"ALV",NA,575,"08.Mixed_origin",3,7.3,13.94,0.61,3.18,0,25.03,21.9,41.82,1.83,9.54,0,75.09,"0","0","NA","51","0","81.5","57","38.254747299999998","7.4770014710000003","5.2556181979999996","90.550216829999997","70.296287030000002","41.158268470000003"
"BBC",NA,576,"08.Mixed_origin",3,7.58,16.92,0.33,3.48,0,28.31,22.74,50.76,0.99,10.44,0,84.93,"0","4","0","63","12.6984127","59.9","28.8","44.756773889999998","14.62503938","8.2856494949999995","72.910733019999995","24.729163109999998","24.26095626"
"AMN",NA,577,"08.Mixed_origin",4,10.03,14.35,0.96,2.99,0,28.33,40.12,57.4,3.84,11.96,0,113.32,"0","2","0","70","18.571428569999998","44","23.5","18.903482140000001","12.11366701","13.603991779999999","91.115077369999995","28.458524789999998","25.566491060000001"
"CFP",NA,578,"08.Mixed_origin",4,9.4,15.87,0.92,3.73,0.01,29.93,37.6,63.48,3.68,14.92,0.04,119.72,"NA","0","NA","67","22.388059699999999","NA","NA","23.445442270000001","9.3920502310000007","8.0081265219999995","89.328938109999996","31.794382670000001","23.974774350000001"
"BBF",NA,579,"08.Mixed_origin",2,11.34,12.88,1.97,5.22,0,31.41,22.68,25.76,3.94,10.44,0,62.82,"0","0","NA","73","20.547945210000002","54","18.899999999999999","24.614328","11.07983883","12.621605629999999","88.013112230000004","42.009999780000001","26.695678139999998"
"AAP",NA,580,"08.Mixed_origin",2,10.19,15.86,0.96,1.59,0,28.6,20.38,31.72,1.92,3.18,0,57.2,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ALN",NA,581,"08.Mixed_origin",2,9.42,12.13,1.48,2.62,0,25.65,18.84,24.26,2.96,5.24,0,51.3,"0","0","NA","57","19.298245609999999","56","21.8","16.497463610000001","3.052780834","8.4142729349999996","32.471113500000001","27.33475688","22.492364299999998"
"ALP",NA,582,"08.Mixed_origin",2,8.69,12.45,1.9,3.47,0,26.51,17.38,24.9,3.8,6.94,0,53.02,"0","0","NA","1","0","57.6","14.2","0.85250997900000003","0.101674115","4.1617271999999997E-2","24.454148060000001","6.3057898410000002","4.7497893769999999"
"BBD",NA,583,"08.Mixed_origin",2,13.22,15.01,0.5,3.16,0,31.89,26.44,30.02,1,6.32,0,63.78,"0","0","NA","38","39.473684210000002","28.6","6.78","0.90535661199999995","0.113416607","3.1806968999999997E-2","9.6857432279999998","2.183174073","0.62564070599999999"
"BBE",NA,584,"08.Mixed_origin",2,11.56,14.85,0.48,3.16,0,30.05,23.12,29.7,0.96,6.32,0,60.1,"0","0","NA","14","35.714285709999999","29.3","9.1999999999999993","0.85250997900000003","3.6452776999999999E-2","1.0532109E-2","10.909509249999999","1.661728989","0.89537027800000002"
"AAN",NA,585,"08.Mixed_origin",2,10.5,16.19,0.5,2.54,0,29.73,21,32.38,1,5.08,0,59.46,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CHI",NA,586,"08.Mixed_origin",2,10.28,13.44,1.44,2.82,0,27.98,20.56,26.88,2.88,5.64,0,55.96,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"APL",NA,587,"08.Mixed_origin",2,10.67,20.49,0,1.05,0.5,32.71,21.34,40.98,0,2.1,1,65.42,"0","0","NA","29","0","75.7","62.2","29.33520347","6.2403630110000003","5.2001015720000003","90.133347220000005","41.343202050000002","37.585186309999997"
"AEV",NA,588,"08.Mixed_origin",2,10.23,23.73,0.94,2.15,0.91,37.96,20.46,47.46,1.88,4.3,1.82,75.92,"0","0","NA","0","NA","0.65","0.48","NA","NA","NA","NA","NA","NA"
"CFI",NA,589,"08.Mixed_origin",4,10.14,20.85,0.23,1.78,0.8,33.8,40.56,83.4,0.92,7.12,3.2,135.2,"0","0","NA","40","15","69.400000000000006","51.2","18.521049519999998","6.6960368580000003","7.6609281789999999","92.981748049999993","49.672243440000003","34.496313379999997"
"CFN",NA,590,"08.Mixed_origin",4,9.81,21.8,0.22,2.01,0.82,34.66,39.24,87.2,0.88,8.04,3.28,138.64,"0","0","NA","25","0","79.599999999999994","60.3","22.5405351","9.9537642539999993","8.9055121289999999","88.873466019999995","51.557447670000002","35.981877779999998"
"CHK",NA,591,"08.Mixed_origin",2,7.61,16.48,0.45,1.14,0.55,26.23,15.22,32.96,0.9,2.28,1.1,52.46,"0","0","NA","1","0","73.599999999999994","57.3","7.5307122460000002","4.5826165669999996","8.4616479729999998","93.073685569999995","60.067459810000003","42.127427480000001"
"CHH",NA,592,"08.Mixed_origin",2,7.42,19.3,0,1.27,0,27.99,14.84,38.6,0,2.54,0,55.98,"0","11","0","49","18.367346940000001","79.3","33.799999999999997","15.591371929999999","1.4826112419999999","4.6176729559999998","96.098991859999998","58.413491239999999","2.693344003"
"ADL",NA,593,"08.Mixed_origin",2,9.8,19.66,0.96,2.21,0.01,32.64,19.6,39.32,1.92,4.42,0.02,65.28,"0","0","NA","0","NA","63.7","46.3","31.105195009999999","6.0705095419999999","26.94175229","91.470281689999993","73.726150559999994","50.136145759999998"
"BDL",NA,594,"08.Mixed_origin",2,9.72,19.03,0,0.5,0.62,29.87,19.44,38.06,0,1,1.24,59.74,"0","0","NA","0","NA","67.5","46.4","NA","NA","NA","NA","NA","NA"
"BFM",NA,595,"08.Mixed_origin",4,11.39,19.32,0.76,1.67,0.27,33.41,45.56,77.28,3.04,6.68,1.08,133.64,"0","33","0","84","26.190476189999998","65.900000000000006","39.799999999999997","21.152408300000001","8.9641880080000007","7.6887161180000003","92.106434660000005","59.196326759999998","34.69858387"
"BFE",NA,596,"08.Mixed_origin",4,11.13,20.88,0.77,1.92,0.3,35,44.52,83.52,3.08,7.68,1.2,140,"0","10","0","60","11.66666667","62.3","38.299999999999997","15.86654006","12.088558839999999","10.867243119999999","77.618748490000002","38.914903320000001","29.085169029999999"
"BFG",NA,597,"08.Mixed_origin",4,11.55,19.96,0.75,1.92,0.27,34.45,46.2,79.84,3,7.68,1.08,137.8,"0","13","0","82","20.731707320000002","64","35.5","18.879174249999998","9.6986594020000005","8.7691028309999997","89.133821819999994","40.907726650000001","27.409184320000001"
"BTD",NA,598,"08.Mixed_origin",4,11.46,19.64,0.97,1.63,0.3,34,45.84,78.56,3.88,6.52,1.2,136,"0","33","0","89","25.842696629999999","63.5","44","26.47517101","13.78574998","19.198362639999999","90.465330190000003","40.710045270000002","31.436440210000001"
"ADM",NA,599,"08.Mixed_origin",2,11.49,16.42,0.92,2.16,0,30.99,22.98,32.84,1.84,4.32,0,61.98,"0","0","NA","0","NA","10.3","26.1","7.2388668579999997","1.32962552","1.16969294","84.208996869999993","47.778506210000003","20.390134270000001"
"AKT",NA,600,"08.Mixed_origin",2,10.44,13.76,0.99,2.14,0,27.33,20.88,27.52,1.98,4.28,0,54.66,"0","12","0","76","9.2105263159999993","72.099999999999994","67.099999999999994","50.909814359999999","6.6211301259999997","2.4188947559999998","93.712732709999997","55.629739389999997","29.101276800000001"
"CHG",NA,601,"08.Mixed_origin",2,8.52,10.88,0.45,1.98,0.02,21.85,17.04,21.76,0.9,3.96,0.04,43.7,"0","0","NA","0","NA","51.1","22.7","19.77213364","25.28671387","2.86554018","76.025638270000002","37.5108879","23.780566069999999"
"CHR",NA,602,"08.Mixed_origin",2,14.05,16.19,0.47,4.13,0.01,34.85,28.1,32.38,0.94,8.26,0.02,69.7,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BML",NA,603,"08.Mixed_origin",4,10.11,14.95,0.96,2.45,0,28.47,40.44,59.8,3.84,9.8,0,113.88,"0","0","NA","43","4.651162791","67.2","44.4","49.674711889999998","36.24747387","44.173091839999998","93.804664369999998","37.529350149999999","35.615622100000003"
"BTE",NA,604,"08.Mixed_origin",4,11.06,16.31,0.91,2.52,0.01,30.81,44.24,65.24,3.64,10.08,0.04,123.24,"0","8","0","81","14.81481481","74.900000000000006","62.9","58.577207399999999","34.901595360000002","32.816730909999997","93.612536950000006","40.367141599999997","37.31619285"
"BMM",NA,605,"08.Mixed_origin",4,12.7,15.05,1.2,2.47,0,31.42,50.8,60.2,4.8,9.88,0,125.68,"0","3","0","57","17.543859650000002","82.7","65.5","58.774954940000001","19.257705600000001","14.79097174","94.113009020000007","52.93170988","35.626825760000003"
"CBF",NA,606,"08.Mixed_origin",4,11.64,16.53,1.16,2.48,0.01,31.82,46.56,66.12,4.64,9.92,0.04,127.28,"0","4","0","57","21.05263158","71.69","NA","29.046208750000002","11.267314020000001","8.5627570500000001","91.916980249999995","42.118510069999999","31.726399799999999"
"CKK",NA,607,"08.Mixed_origin",4,11.08,18.7,1.15,2.99,0.02,33.94,44.32,74.8,4.6,11.96,0.08,135.76,"0","4","0","61","22.950819670000001","81.3","59.7","32.468824900000001","15.37094888","14.23076769","91.249187599999999","36.015108529999999","25.053958940000001"
"CKS",NA,608,"08.Mixed_origin",4,11.18,17.85,0.89,3.19,0.01,33.12,44.72,71.4,3.56,12.76,0.04,132.48,"0","2","0","63","25.396825400000001","85.3","71.7","77.760281950000007","38.462038569999997","19.755669269999999","93.659335560000002","58.926240190000001","37.816614190000003"
"CLA",NA,609,"08.Mixed_origin",4,11.12,16.84,1.1,2.97,0.02,32.05,44.48,67.36,4.4,11.88,0.08,128.2,"0","2","0","57","33.333333330000002","78.900000000000006","61.1","31.19939609","20.281608339999998","17.195418100000001","86.883761550000003","35.35069558","27.178207759999999"
"SACE_YBW",NA,610,"99.Other",2,19.88,11.86,1.03,1.11,2.57,36.45,39.76,23.72,2.06,2.22,5.14,72.9,"0","5.0420168070000004","0","50.857142860000003","14.606741570000001","96.82","91.3095","109.5363965","24.66586337","9.1126365790000001","95.060909240000001","56.445859390000003","32.860362960000003"
"CPI",NA,611,"09.Mexican_Agave",2,24.37,3.6,0.89,0,1.81,30.67,48.74,7.2,1.78,0,3.62,61.34,"0","0","NA","52","0","96.3","94.6","98.410219190000007","45.330362890000004","15.66672889","93.120302600000002","86.718066089999994","80.079374240000007"
"CPM",NA,612,"09.Mexican_Agave",2,35.59,5.35,0.45,0,0,41.39,71.18,10.7,0.9,0,0,82.78,"0","2","0","34","8.8235294119999992","69.3","58.9","66.181206790000005","13.54756311","11.545945740000001","86.495528879999995","26.460747479999998","22.75612731"
"CPK",NA,613,"09.Mexican_Agave",2,32.53,5.69,0.92,0,0.66,39.8,65.06,11.38,1.84,0,1.32,79.6,"0","2","0","35","0","87.2","71","79.598977309999995","21.249730970000002","14.770924949999999","91.873842319999994","77.210210959999998","61.054035900000002"
"CPL",NA,614,"09.Mexican_Agave",2,34.3,5.7,0.93,0,0.64,41.57,68.6,11.4,1.86,0,1.28,83.14,"0","0","NA","18","0","84.1","63.8","89.546926040000002","33.903396639999997","14.3020067","92.641376930000007","82.022720500000005","67.924633779999994"
"CPQ",NA,615,"09.Mexican_Agave",2,35.56,6.16,0.92,0,0.67,43.31,71.12,12.32,1.84,0,1.34,86.62,"0","0","NA","18","0","91.3","86.5","92.745573199999995","46.88477752","24.089380590000001","92.691482449999995","81.269047400000005","65.29128102"
"CPN",NA,616,"09.Mexican_Agave",2,29.46,3.02,1.82,0,0.59,34.89,58.92,6.04,3.64,0,1.18,69.78,"0","1","0","54","0","95.2","96.8","99.520161869999995","82.896665490000004","52.09025784","94.666713209999998","95.752244079999997","99.533579320000001"
"CPR",NA,617,"09.Mexican_Agave",2,30.09,3.38,1.8,0,0.6,35.87,60.18,6.76,3.6,0,1.2,71.74,"0","1","0","73","0","74.599999999999994","55.6","74.586608400000003","42.6915336","41.619228980000003","94.238461610000002","85.642268290000004","72.700919150000004"
"ALI",NA,618,"99.Other",2,12.81,7.91,0,0,0.01,20.73,25.62,15.82,0,0,0.02,41.46,"0","0","NA","56","75","77.8","36.799999999999997","67.581278179999998","9.6270594349999996","4.8751592559999999","91.942532749999998","48.477489259999999","27.232274690000001"
"BCG",NA,619,"10.French_Guiana_human",2,6.41,0,0,0,0,6.41,12.82,0,0,0,0,12.82,"0","0","NA","6","0","82.1","36.4","80.786233940000002","11.76642781","4.4136245389999997","98.767371890000007","42.430021369999999","36.658086840000003"
"BCB",NA,620,"10.French_Guiana_human",2,6.73,0.02,0,0,0,6.75,13.46,0.04,0,0,0,13.5,"0","10","0","22","18.18181818","90.3","73.099999999999994","86.786101830000007","46.37367244","17.98655342","98.467452609999995","67.304335839999993","42.248709390000002"
"BCM",NA,621,"10.French_Guiana_human",2,0.03,14.41,0,0,1.08,15.52,0.06,28.82,0,0,2.16,31.04,"0","0","NA","0","NA","94.8","78.7","80.748591739999995","20.412756420000001","13.95010282","93.617447330000005","63.500972320000002","50.864232119999997"
"BDT",NA,622,"10.French_Guiana_human",2,6.17,0,0,0,0,6.17,12.34,0,0,0,0,12.34,"0","0","NA","0","NA","97.5","89.4","84.743522069999997","24.166826570000001","7.9342051859999998","98.167936440000005","78.36709793","30.66362797"
"BCF",NA,623,"10.French_Guiana_human",2,8.35,0,0,0,0,8.35,16.7,0,0,0,0,16.7,"0","0","NA","2","0","93.1","76.2","86.258550589999999","12.528442739999999","4.5649220890000004","98.467452609999995","49.06273676","38.531605399999997"
"BCL",NA,624,"10.French_Guiana_human",2,7.57,0.02,0,0.01,0,7.6,15.14,0.04,0,0.02,0,15.2,"0","0","NA","2","0","98.2","94.6","86.711097640000006","19.356924190000001","7.6066561239999997","97.27180663","71.620719870000002","58.690877450000002"
"BCD",NA,625,"10.French_Guiana_human",2,5.16,0,0,0,0,5.16,10.32,0,0,0,0,10.32,"0","0","NA","0","NA","97.8","91.3","85.430422179999994","21.98866413","7.4341069470000001","97.666055369999995","79.052337410000007","49.522809879999997"
"BDP",NA,626,"10.French_Guiana_human",2,4.6,0.02,0,0,0,4.62,9.2,0.04,0,0,0,9.24,"0","0","NA","0","NA","97.5","94.3","89.213510049999996","33.869871689999997","10.784776470000001","98.067560220000004","84.502364330000006","64.120609380000005"
"BCI",NA,627,"10.French_Guiana_human",2,5.45,0,0,0,0,5.45,10.9,0,0,0,0,10.9,"0","0","NA","0","NA","87.1","61.5","57.80809421","9.2974285640000005","28.072259930000001","94.11574186","28.46306963","12.159335349999999"
"BCC",NA,628,"10.French_Guiana_human",2,5.13,0.04,0.01,0,0.01,5.19,10.26,0.08,0.02,0,0.02,10.38,"0","0","NA","0","NA","93.9","72.3","82.322278580000003","13.58162212","6.9117041219999997","97.666055369999995","46.940536379999998","30.190266730000001"
"BEC",NA,629,"10.French_Guiana_human",2,4.96,0,0,0,0,4.96,9.92,0,0,0,0,9.92,"0","0","NA","0","NA","57.4","26.1","71.613928470000005","11.445273609999999","34.745235790000002","96.142139610000001","46.854994130000001","28.487622689999998"
"BED",NA,630,"10.French_Guiana_human",2,6.17,0,0,0,0,6.17,12.34,0,0,0,0,12.34,"0","0","NA","0","NA","92.9","77.5","88.086112130000004","14.24047086","3.370624769","98.368688860000006","71.893267829999999","16.325394020000001"
"BCE",NA,631,"10.French_Guiana_human",2,7.12,0,0,0,0,7.12,14.24,0,0,0,0,14.24,"0","0","NA","21","0","95.6","79.900000000000006","84.269211659999996","8.2540612959999997","8.0051949069999999","94.786890679999999","37.379259040000001","23.823993049999999"
"BCQ",NA,632,"10.French_Guiana_human",2,6.03,0,0,0,0,6.03,12.06,0,0,0,0,12.06,"0","0","NA","5","20","97.2","87.5","87.909763549999994","25.029649599999999","7.8384200130000004","98.767371890000007","71.067045620000002","34.86940783"
"BDV",NA,633,"10.French_Guiana_human",2,8.54,0,0,0,0,8.54,17.08,0,0,0,0,17.08,"0","0","NA","4","0","96.5","93.6","87.438628910000006","23.822074650000001","8.8499952260000008","98.668406590000004","80.960639389999997","41.485501390000003"
"BNB",NA,634,"10.French_Guiana_human",2,7.21,0.02,0,0,0.01,7.24,14.42,0.04,0,0,0.02,14.48,"0","0","NA","0","NA","97.7","87.9","86.978516060000004","17.491090020000001","4.5647635790000001","98.16964969","70.004640030000004","23.143710290000001"
"BDR",NA,635,"10.French_Guiana_human",2,6.88,0,0,0,0,6.88,13.76,0,0,0,0,13.76,"0","0","NA","0","NA","95.9","70.2","87.997937840000006","28.303024270000002","7.2899196909999997","96.765793610000003","41.744129190000002","19.470287800000001"
"BMV",NA,636,"10.French_Guiana_human",2,6.3,0.02,0,0,0,6.32,12.6,0.04,0,0,0,12.64,"0","0","NA","0","NA","97.4","95.4","88.848670260000006","36.59882365","11.227641370000001","96.788065840000002","73.668605940000006","40.631362789999997"
"BNA",NA,637,"10.French_Guiana_human",2,7.06,0.02,0,0,0.01,7.09,14.12,0.04,0,0,0.02,14.18,"0","0","NA","0","NA","96.3","95.2","83.905399320000001","17.497456849999999","4.5445592479999997","94.579083699999998","37.091885509999997","20.004733529999999"
"BCH",NA,638,"10.French_Guiana_human",2,7.59,0.01,0,0,0,7.6,15.18,0.02,0,0,0,15.2,"0","0","NA","1","0","77","51.1","77.754028579999996","10.872419109999999","6.0512792710000003","92.489121949999998","37.049087180000001","32.989276140000001"
"BCP",NA,639,"10.French_Guiana_human",2,5.46,0,0,0,0,5.46,10.92,0,0,0,0,10.92,"0","0","NA","1","0","65.400000000000006","40.200000000000003","84.774532519999994","16.360978129999999","11.70396315","97.570113449999994","62.175622750000002","35.078939800000001"
"BDS",NA,640,"10.French_Guiana_human",2,5.23,0,0,0,0,5.23,10.46,0,0,0,0,10.46,"0","0","NA","4","0","86.7","57.3","86.989911460000002","29.357795360000001","11.085265659999999","98.172471509999994","65.791941719999997","24.669517169999999"
"BCN",NA,641,"10.French_Guiana_human",1,8.64,0,0,0,0,8.64,8.64,0,0,0,0,8.64,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BEA",NA,642,"10.French_Guiana_human",2,9.04,0,0,0,0,9.04,18.08,0,0,0,0,18.08,"0","0","NA","0","NA","96","81.2","89.769082769999997","28.040392629999999","6.6777890299999996","98.671026850000004","72.281623039999999","24.098090089999999"
"BNC",NA,643,"10.French_Guiana_human",2,7.13,0.02,0,0,0,7.15,14.26,0.04,0,0,0,14.3,"0","0","NA","5","0","93.9","90.4","88.476918499999996","47.93348623","18.775592280000001","96.785949479999999","85.52532832","55.938246999999997"
"BDQ",NA,644,"10.French_Guiana_human",2,6.02,0,0,0,0.56,6.58,12.04,0,0,0,1.12,13.16,"0","0","NA","3","0","53.9","18.5","83.012261050000006","18.03138607","10.11065718","96.879976589999998","54.992962800000001","32.022366179999999"
"BEB",NA,645,"10.French_Guiana_human",2,5.05,0,0,0,0,5.05,10.1,0,0,0,0,10.1,"0","0","NA","2","0","65.3","33.1","71.67598074","13.28845329","5.7223149439999998","95.999568359999998","53.784166409999997","33.936346690000001"
"BCK",NA,646,"10.French_Guiana_human",2,8.85,0,0,0,0,8.85,17.7,0,0,0,0,17.7,"0","0","NA","7","0","94.8","73.3","80.519562769999993","13.197902859999999","9.2286636800000004","95.600482209999996","63.768578429999998","52.777168439999997"
"BMR",NA,647,"10.French_Guiana_human",2,12.71,0.02,0,0,0.01,12.74,25.42,0.04,0,0,0.02,25.48,"0","0","NA","1","0","84.5","64.900000000000006","79.062912350000005","20.588728459999999","7.2516509100000004","94.978572970000002","61.047760889999999","31.28970043"
"BEE",NA,648,"10.French_Guiana_human",2,4.74,0,0,0,0,4.74,9.48,0,0,0,0,9.48,"0","0","NA","11","0","97","88.6","86.399592089999999","21.592152259999999","5.9084506699999997","97.473768410000005","80.710656119999996","26.508577819999999"
"BND",NA,649,"10.French_Guiana_human",2,7.48,0.06,0,0,0.01,7.55,14.96,0.12,0,0,0.02,15.1,"0","0","NA","13","15.38461538","80.400000000000006","55.7","89.116555689999998","23.873539829999999","6.2083737479999996","97.46993879","67.017708249999998","23.81825006"
"CQS",NA,650,"99.Other",2,0.01,0.04,0,2.35,0.01,2.41,0.02,0.08,0,4.7,0.02,4.82,"0","51","1.9607843140000001","77","2.5974025969999999","75.2","60.3","83.88503704","4.1629619570000003","0.93280153200000004","73.568508109999996","37.225595319999996","11.29888929"
"BBM",NA,651,"99.Other",2,11.44,1.07,0,0,0,12.51,22.88,2.14,0,0,0,25.02,"0","52","5.769230769","79","17.72151899","68.400000000000006","37.299999999999997","70.339053770000007","19.496905810000001","10.662514359999999","94.427466069999994","72.595628020000007","50.225757340000001"
"CPA",NA,652,"99.Other",2,24.9,1.1,0.01,0.01,1.55,27.57,49.8,2.2,0.02,0.02,3.1,55.14,"0","12","0","59","1.6949152540000001","87.6","66","88.535966470000005","50.499683070000003","34.740937729999999","94.557106000000005","80.924164590000004","68.058862980000001"
"ADE",NA,653,"99.Other",1,0.01,0.02,0,0,0,0.03,0.01,0.02,0,0,0,0.03,"0","NA","NA","NA","NA","83.2","73.2","NA","NA","NA","NA","NA","NA"
