"STAND","StrainAlias","FINAL1011order","Clade","Ploidy","Ty1_ratio_over_ploidy","Ty2_ratio_over_ploidy","Ty3_ratio_over_ploidy","Ty4_ratio_over_ploidy","Ty5_ratio_over_ploidy","Total_ratio_over_ploidy","Ty1_count","Ty2_count","Ty3_count","Ty4_count","Ty5_count","Total_count","Sporulation in water","Asci at 24h","Dyads at 24h","Asci at 72h","Dyads at 72h","CLS in water (day 8)","CLS in water (day 20)","CLS in SDC (day 7)","CLS in SDC (day 21)","CLS in SDC (day 35)","CLS in crSDC (day 7)","CLS in crSDC (day 21)","CLS in crSDC (day 35)"
"CCN",NA,847,"18.Far_East_Asia",2,1.1,0.03,0,2.32,1.08,4.53,2.2,0.06,0,4.64,2.16,9.06,"0","0","NA","0","NA","41.8","32.9","6.4499174889999997","4.8295498569999999","2.6800895059999998","8.2905601339999997","8.1378186719999999","10.779342979999999"
"CDL",NA,848,"18.Far_East_Asia",2,1.71,0.04,0.94,3.21,1.1,7,3.42,0.08,1.88,6.42,2.2,14,"44.2","92","5.434782609","99","12.121212119999999","NA","NA","84.703198169999993","24.594634800000001","8.1965831999999992","91.086644930000006","62.862336040000002","39.899313569999997"
"SACE_YCR",NA,849,"18.Far_East_Asia",2,1.95,1.09,4.49,1.22,1.55,10.3,3.9,2.18,8.98,2.44,3.1,20.6,"NA","100","3.076923077","98.125","3.1847133759999999","NA","NA","83.08382847","16.7183028","10.67756782","91.772340540000002","66.150302999999994","39.179478699999997"
"BMA",NA,850,"19.Malaysian",2,0.02,1.09,0,0,0.01,1.12,0.04,2.18,0,0,0.02,2.24,"10.9","92","4.3478260869999996","96","8.3333333330000006","NA","NA","26.125283589999999","6.3523508199999998","6.5576199879999999","94.173059910000006","44.752312830000001","28.037987179999998"
"AKM",NA,851,"19.Malaysian",2,0.01,1.02,0.01,0,0,1.04,0.02,2.04,0.02,0,0,2.08,"12.2","90","7.7777777779999999","94","1.063829787","NA","40.799999999999997","25.279501029999999","6.327733651","5.1169615940000002","92.964088110000006","41.585236860000002","28.018734729999998"
"BMB",NA,852,"19.Malaysian",2,0.01,1.07,0,0,0,1.08,0.02,2.14,0,0,0,2.16,"10.7","87","1.1494252869999999","91","7.692307692","NA","NA","25.640566100000001","5.6497459389999998","3.3256169710000001","92.879899859999995","38.049952789999999","24.797157810000002"
"BMC",NA,853,"19.Malaysian",2,0.01,1.08,0,0,0.01,1.1,0.02,2.16,0,0,0.02,2.2,"8.56","82","10.975609759999999","90","16.666666670000001","NA","NA","26.866034330000002","6.7153687580000003","5.5106509529999999","93.754867239999996","38.968478750000003","24.77836375"
"SACE_MAL",NA,854,"19.Malaysian",2,0,1.04,0,0,0,1.04,0,2.08,0,0,0,2.08,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCY",NA,855,"19.Malaysian",2,0.78,2.07,0.01,0.01,0.09,2.96,1.56,4.14,0.02,0.02,0.18,5.92,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ABL",NA,856,"99.Other",1,14.91,15.82,0.01,5.22,2.08,38.04,14.91,15.82,0.01,5.22,2.08,38.04,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCB",NA,857,"99.Other",2,15.21,17.79,0.01,6.14,2.85,42,30.42,35.58,0.02,12.28,5.7,84,"0","86.524822700000001","1.6393442620000001","94.067796610000002","13.513513509999999","53.02","41.558399999999999","22.63307829","12.328063","8.1471240419999997","57.496818699999999","46.402479280000001","38.70458387"
"AMM",NA,858,"99.Other",2,25.12,51.08,14.79,25.91,1.81,118.71,50.24,102.16,29.58,51.82,3.62,237.42,"18.899999999999999","95","7.3684210529999996","99","10.1010101","NA","42.5","74.586058050000005","22.031759130000001","13.690148949999999","94.728883940000003","64.279701970000005","39.348720890000003"
"BAN",NA,859,"20.CHNV",2,0.01,1.1,5.78,0.01,2.22,9.12,0.02,2.2,11.56,0.02,4.44,18.24,"20.100000000000001","99","2.0202020200000002","99","3.0303030299999998","NA","NA","51.703199130000002","5.928074316","3.8333503420000001","96.569829189999993","62.319875889999999","31.382963149999998"
"BAP",NA,860,"20.CHNV",2,9.08,0.03,4.78,6.55,2.21,22.65,18.16,0.06,9.56,13.1,4.42,45.3,"42.6","100","1","100","2","NA","NA","74.758508289999995","15.673743480000001","8.5913393889999998","96.957176590000003","82.864622659999995","58.600612529999999"
"CMP",NA,861,"21.Ecuadorean",2,0.07,4.08,5.03,0.01,0.01,9.2,0.14,8.16,10.06,0.02,0.02,18.4,"45.5","96","10.41666667","100","12","NA","NA","66.068991969999999","8.8413822310000008","7.883609324","94.601025340000007","69.509904930000005","49.520514550000001"
"CCH",NA,862,"21.Ecuadorean",2,0.03,1.07,9.73,0,0.01,10.84,0.06,2.14,19.46,0,0.02,21.68,"21.7","89","0","97","8.2474226799999997","NA","NA","45.816916499999998","22.145272299999998","34.831264590000004","95.118793420000003","59.794880139999997","40.400160040000003"
"ACC",NA,863,"21.Ecuadorean",1,0.04,3.08,6.11,0,0,9.23,0.04,3.08,6.11,0,0,9.23,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CCC",NA,864,"21.Ecuadorean",2,0.05,1.15,8.25,0,0.02,9.47,0.1,2.3,16.5,0,0.04,18.94,"41.4","94","1.063829787","100","4","NA","NA","76.942431990000003","17.73311618","17.926890570000001","85.967457109999998","52.655156169999998","36.279434029999997"
"CCD",NA,865,"21.Ecuadorean",2,0.04,1.1,6.95,0,0.01,8.1,0.08,2.2,13.9,0,0.02,16.2,"22.6","90","4.4444444440000002","99","10.1010101","NA","NA","64.28542684","18.211688379999998","23.31301195","86.433449609999997","50.00630924","41.773584300000003"
"CCE",NA,866,"21.Ecuadorean",2,0.05,1.12,7.27,0,0.01,8.45,0.1,2.24,14.54,0,0.02,16.9,"39.1","98","11.224489800000001","98","10.204081629999999","NA","NA","80.698374729999998","21.11219225","24.779778530000002","86.619090510000007","54.034552550000001","38.092387209999998"
"CCF",NA,867,"21.Ecuadorean",2,0.04,1.14,7.47,0,0.01,8.66,0.08,2.28,14.94,0,0.02,17.32,"42.1","89","0","98","7.1428571429999996","NA","NA","83.428091260000002","21.102814609999999","22.12225115","86.985398020000005","56.027804369999998","40.358336199999997"
"CCG",NA,868,"21.Ecuadorean",2,0.03,0.08,8.24,0,0.01,8.36,0.06,0.16,16.48,0,0.02,16.72,"35.1","74","0","94","13.829787230000001","NA","NA","70.695762799999997","16.356166120000001","20.293955889999999","86.864621990000003","40.081057510000001","33.837912799999998"
"CCI",NA,869,"21.Ecuadorean",2,0.03,0.04,8.36,0,0.01,8.44,0.06,0.08,16.72,0,0.02,16.88,"0","NA","NA","NA","NA","76.099999999999994","47.7","47.139583199999997","11.833539010000001","18.034644579999998","5.8287363750000001","4.2979296290000004","4.5084479149999996"
"CMQ",NA,870,"21.Ecuadorean",2,0.11,2.23,5.33,0.01,0.05,7.73,0.22,4.46,10.66,0.02,0.1,15.46,"45.9","83","0","99","6.0606060609999997","NA","NA","72.443540990000002","7.9524018190000003","5.3001356360000003","96.259035080000004","72.548862","49.580838900000003"
"SACE_GAT",NA,871,"99.Other",2,18.1,8.95,5.66,0,1.88,34.59,36.2,17.9,11.32,0,3.76,69.18,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCX",NA,872,"99.Other",2,19.36,9.07,6.11,0.04,2.76,37.34,38.72,18.14,12.22,0.08,5.52,74.68,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CDN",NA,873,"99.Other",2,3.27,3.17,7.04,4.62,1.07,19.17,6.54,6.34,14.08,9.24,2.14,38.34,"0","50","2","77","9.0909090910000003","30.5","13.8","10.312002120000001","12.47434599","17.848353419999999","60.890737790000003","32.048471800000002","35.248187540000004"
"BFA",NA,874,"99.Other",2,4.08,11.09,4.1,4.3,2.19,25.76,8.16,22.18,8.2,8.6,4.38,51.52,"34.799999999999997","96","22.916666670000001","97","23.711340209999999","NA","NA","102.7943583","76.307831829999998","42.74444982","88.566031820000006","71.850378359999993","46.048428970000003"
"BFL",NA,875,"99.Other",2,4.1,11.17,4.99,4.43,2.23,26.92,8.2,22.34,9.98,8.86,4.46,53.84,"23.2","89","23.595505620000001","95","30.526315790000002","NA","NA","102.2528913","69.319510719999997","34.622202569999999","88.547228959999998","67.829248579999998","45.43259235"
"AMB",NA,876,"99.Other",2,4.96,9.74,3.96,6.98,1.74,27.38,9.92,19.48,7.92,13.96,3.48,54.76,"0","0","NA","0","NA","29.6","15.6","8.8738444820000009","16.120658450000001","25.609983079999999","55.096768150000003","21.28067721","21.13570417"
"AMC",NA,877,"99.Other",2,3.87,7.1,3.89,5.18,2.06,22.1,7.74,14.2,7.78,10.36,4.12,44.2,"36.9","96","7.2916666670000003","99","7.0707070710000002","NA","NA","81.748787820000004","23.033493140000001","13.35486367","92.868863469999994","73.862842939999993","50.503943100000001"
"CDQ",NA,878,"99.Other",2,5.87,11.45,2.86,6.53,2.1,28.81,11.74,22.9,5.72,13.06,4.2,57.62,"40.6","94","10.638297870000001","99","10.1010101","NA","NA","83.714466259999995","17.958503159999999","9.4286991039999997","91.506097240000003","62.503314629999998","47.815140790000001"
"SACE_GAS",NA,879,"99.Other",2,6.62,10.78,6.89,3.39,0,27.68,13.24,21.56,13.78,6.78,0,55.36,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCW",NA,880,"99.Other",2,7.1,11.66,7.41,3.78,0,29.95,14.2,23.32,14.82,7.56,0,59.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CDF",NA,881,"22.Russian",2,11.85,9.47,1.45,5.45,3.26,31.48,23.7,18.94,2.9,10.9,6.52,62.96,"23.8","74","0","99","12.121212119999999","NA","NA","85.399421540000006","32.252198880000002","13.349695329999999","91.985035159999995","46.66369976","31.850149559999998"
"CDG",NA,882,"22.Russian",2,12.08,9.29,0.99,5.54,3.35,31.25,24.16,18.58,1.98,11.08,6.7,62.5,"0","90","0","97","4.1237113399999998","81","76.8","85.509491139999994","26.894941899999999","11.65868203","91.414800630000002","48.854797189999999","34.081769520000002"
"CDH",NA,883,"22.Russian",2,11.85,9.3,0.99,5.66,3.14,30.94,23.7,18.6,1.98,11.32,6.28,61.88,"22.8","82","0","98","12.244897959999999","NA","NA","85.149538919999998","28.797640640000001","11.38468245","91.324981300000005","47.583804350000001","36.374189360000003"
"CDI",NA,884,"22.Russian",2,11.95,10.26,1.03,5.53,3.06,31.83,23.9,20.52,2.06,11.06,6.12,63.66,"21.4","88","2.2727272730000001","97","8.2474226799999997","NA","NA","86.160057409999993","34.850712250000001","15.47038979","91.602318170000004","52.195946149999997","30.236785080000001"
"AMD",NA,885,"99.Other",2,30.34,28.26,8.92,19.47,0,86.99,60.68,56.52,17.84,38.94,0,173.98,"31.6","86","2.3255813949999999","99","7.0707070710000002","NA","NA","81.468361380000005","22.488649890000001","13.28503637","93.464138570000003","72.300940109999999","49.392536210000003"
"AMF",NA,886,"99.Other",2,32.88,26.57,3.88,15.53,0,78.86,65.76,53.14,7.76,31.06,0,157.72,"33.5","87","1.1494252869999999","99","8.0808080810000007","NA","NA","80.722673499999999","21.549311849999999","14.905915050000001","93.951649219999993","69.064493110000001","41.293170750000002"
"CEH",NA,887,"99.Other",2,33.42,27.18,3.76,16.66,0.01,81.03,66.84,54.36,7.52,33.32,0.02,162.06,"38.1","92","2.1739130430000002","99","5.050505051","NA","NA","80.647673359999999","19.929872","11.8651158","89.902841980000005","44.078830089999997","35.268160229999999"
"CCP",NA,888,"99.Other",2,5.88,0.03,2.82,9.18,2.06,19.97,11.76,0.06,5.64,18.36,4.12,39.94,"23.7","0","NA","2","0","NA","NA","86.404824919999996","34.629441919999998","14.28035981","93.790285429999997","80.071069929999993","64.330608839999996"
"BEG",NA,889,"99.Other",2,0.07,8.04,3.17,2.01,1.25,14.54,0.14,16.08,6.34,4.02,2.5,29.08,"24","87","0","96","5.2083333329999997","NA","NA","61.866970709999997","21.31960085","27.408940789999999","93.924150549999993","63.548403329999999","37.256944259999997"
"CDB",NA,890,"99.Other",2,1.06,7.31,1.93,4.55,0.97,15.82,2.12,14.62,3.86,9.1,1.94,31.64,"0","52","0","62","1.612903226","68.7","51.9","20.608211730000001","8.5752848739999994","5.7128911950000001","65.829686890000005","24.828353369999999","24.512397029999999"
"AVI",NA,891,"23.North_American",2,1.87,9.64,7.56,4.7,0,23.77,3.74,19.28,15.12,9.4,0,47.54,"45.4","95","3.1578947369999999","99","6.0606060609999997","NA","NA","83.277238789999998","28.12401895","18.035062230000001","95.082028350000002","71.910504939999996","48.728872070000001"
"ACD",NA,892,"23.North_American",1,2.11,9.21,8.05,3.17,0.01,22.55,2.11,9.21,8.05,3.17,0.01,22.55,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ANF",NA,893,"23.North_American",2,1.94,10.94,6.93,3.2,0,23.01,3.88,21.88,13.86,6.4,0,46.02,"59.8","90","2.2222222220000001","96","10.41666667","NA","NA","79.001289569999997","22.733508870000001","14.6717818","94.005803200000003","64.914551230000001","47.005502610000001"
"ANH",NA,894,"23.North_American",2,1.93,8.91,6.74,2.11,0,19.69,3.86,17.82,13.48,4.22,0,39.38,"44.1","94","2.1276595739999999","98","3.0612244899999999","NA","NA","83.856223069999999","26.95149425","15.840438260000001","93.415671040000007","67.265829839999995","50.342410880000003"
"ANC",NA,895,"23.North_American",2,1.98,11.96,6.78,3.96,0.01,24.69,3.96,23.92,13.56,7.92,0.02,49.38,"46.5","90","3.3333333330000001","97","4.1237113399999998","NA","NA","73.792467680000001","24.798751240000001","12.507160020000001","93.803832830000005","76.127144220000005","59.69222654"
"ANE",NA,896,"23.North_American",2,1.89,8.85,6.94,3.19,0,20.87,3.78,17.7,13.88,6.38,0,41.74,"49.5","92","2.1739130430000002","95","7.3684210529999996","NA","NA","81.758981019999993","23.287842019999999","11.719959879999999","93.317027249999995","69.734040050000004","51.882056949999999"
"ANG",NA,897,"23.North_American",2,1.89,7.98,6.79,2.16,0,18.82,3.78,15.96,13.58,4.32,0,37.64,"46.3","95","4.2105263160000002","96","12.5","NA","NA","81.733280710000003","21.24453574","13.95101507","93.314584060000001","65.29443302","45.985122670000003"
"AND",NA,898,"23.North_American",2,1.97,11.21,6.84,3.14,0,23.16,3.94,22.42,13.68,6.28,0,46.32,"43.9","91","4.3956043960000004","94","5.3191489360000004","NA","NA","79.739227819999996","22.84075198","12.531536790000001","94.393456","70.793234159999997","50.148786219999998"
"ANK",NA,899,"23.North_American",2,1.92,8.81,7.78,2.12,0,20.63,3.84,17.62,15.56,4.24,0,41.26,"41.2","89","1.123595506","99","10.1010101","NA","NA","82.794751890000001","25.061171890000001","16.278863019999999","93.417808829999998","72.439907430000005","52.806724699999997"
"ANI",NA,900,"23.North_American",2,1.96,9.11,6.98,2.05,0,20.1,3.92,18.22,13.96,4.1,0,40.2,"43.4","93","2.150537634","96","3.125","NA","NA","83.097142669999997","25.393056829999999","16.696214810000001","94.003869010000003","65.693381869999996","45.61410042"
"AKN","YPS128",901,"23.North_American",2,1.94,11.81,6.92,4.19,0,24.86,3.88,23.62,13.84,8.38,0,49.72,"42.1","87","1.1494252869999999","97","7.2164948449999997","NA","NA","79.737385160000002","25.13242357","15.5430952","94.298578789999993","71.848537030000003","51.069603489999999"
"SACE_YBS",NA,902,"23.North_American",2,2.01,9.3,7.32,3.53,0.01,22.17,4.02,18.6,14.64,7.06,0.02,44.34,"NA","99.354838709999996","0","99.090909089999997","0.91743119299999998","NA","NA","106.15860240000001","41.593051330000002","10.999968109999999","91.548792109999994","76.068352570000002","53.600640980000001"
"SACE_YCU",NA,903,"23.North_American",2,2.11,10.21,7.29,2.45,0,22.06,4.22,20.42,14.58,4.9,0,44.12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BBR",NA,904,"99.Other",2,3.79,9.41,4.99,2.83,1.13,22.15,7.58,18.82,9.98,5.66,2.26,44.3,"46.3","93","1.075268817","96","6.25","NA","NA","84.888555740000001","31.612191509999999","16.891780600000001","93.174616119999996","74.849687149999994","51.264210609999999"
"SACE_YCO",NA,905,"99.Other",2,5.07,16.68,1.03,1.14,2.43,26.35,10.14,33.36,2.06,2.28,4.86,52.7,"NA","99.166666669999998","2.5210084030000002","98.46153846","7.03125","NA","NA","87.198834270000006","13.99989328","12.13100287","94.169469090000007","71.055951960000002","46.630128569999997"
"CMS",NA,906,"99.Other",2,8.21,15.46,1.9,1.32,2.26,29.15,16.42,30.92,3.8,2.64,4.52,58.3,"37.700000000000003","90","2.2222222220000001","100","8","NA","NA","79.370307179999998","12.76193046","11.03223127","93.504134870000001","42.909034920000003","33.975993359999997"
"ADG",NA,907,"99.Other",1,4.92,15.46,1.96,1.08,1.95,25.37,4.92,15.46,1.96,1.08,1.95,25.37,"0","NA","NA","NA","NA","86.2","79.7","51.19316851","39.01493215","48.590110189999997","92.200416099999998","67.970615429999995","42.891996669999997"
"CDP",NA,908,"99.Other",2,5.81,21.47,1.93,1.15,2.09,32.45,11.62,42.94,3.86,2.3,4.18,64.9,"42.7","87","3.448275862","96","13.54166667","NA","NA","84.63708063","25.608578519999998","12.311143530000001","90.838656920000005","61.747035339999996","46.82965403"
"SACE_YDI",NA,909,"99.Other",2,4.94,18.04,2.4,2.77,3,31.15,9.88,36.08,4.8,5.54,6,62.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ARH",NA,910,"24.Asian_islands",2,11.21,9.89,3.86,2.56,1,28.52,22.42,19.78,7.72,5.12,2,57.04,"0","0","NA","0","NA","20","16.100000000000001","21.266130929999999","10.983058249999999","12.74217453","77.426241770000004","19.14529392","23.641130189999998"
"ARI",NA,911,"24.Asian_islands",2,14.5,10.5,4.42,1.53,1.02,31.97,29,21,8.84,3.06,2.04,63.94,"0","0","NA","0","NA","72.599999999999994","61.2","55.790086119999998","26.497783420000001","22.57160661","89.7261965","56.870881429999997","31.35897542"
"AFK",NA,912,"24.Asian_islands",2,4.14,15.81,0,0,0,19.95,8.28,31.62,0,0,0,39.9,"0","14","0","55","0","49.7","44.5","53.772983240000002","12.101148050000001","6.5839003829999996","92.694766920000006","46.013981729999998","28.75655093"
"AHH",NA,913,"24.Asian_islands",1,3.83,15.07,0,0,0.01,18.91,3.83,15.07,0,0,0.01,18.91,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CCT",NA,914,"24.Asian_islands",2,18.72,22.2,0.98,3.81,0.01,45.72,37.44,44.4,1.96,7.62,0.02,91.44,"0","67","0","83","4.8192771079999996","94.2","86.9","83.056037869999997","17.958856399999998","7.8812242169999998","91.687508649999998","59.334969149999999","44.220017419999998"
"CCV",NA,915,"24.Asian_islands",2,11.69,14.56,0.01,0.01,1.09,27.36,23.38,29.12,0.02,0.02,2.18,54.72,"0","26","7.692307692","78","7.692307692","93.7","79.599999999999994","91.323571979999997","51.380990339999997","16.660419780000002","94.386815749999997","59.333067890000002","37.780094079999998"
"CDA",NA,916,"24.Asian_islands",1,8.99,25.55,0,0.01,1.08,35.63,8.99,25.55,0,0.01,1.08,35.63,"0","NA","NA","NA","NA","46.7","33.9","75.534567710000005","27.03085312","16.698763830000001","89.235595439999997","82.912420269999998","68.672671609999995"
"AGR",NA,917,"24.Asian_islands",1,12.66,8.75,2.01,0.01,0.01,23.44,12.66,8.75,2.01,0.01,0.01,23.44,"0","NA","NA","NA","NA","75.2","67.400000000000006","NA","NA","NA","NA","NA","NA"
"ARG",NA,918,"24.Asian_islands",2,7,5.38,0.98,0,0,13.36,14,10.76,1.96,0,0,26.72,"0","0","NA","0","NA","69","23.8","81.166240049999999","9.06755216","8.2621938289999992","11.028223710000001","5.8131943509999999","5.7947934920000002"
"SACE_YCM",NA,919,"24.Asian_islands",2,6.15,24.57,6.06,3.59,2.55,42.92,12.3,49.14,12.12,7.18,5.1,85.84,"NA","83.333333330000002","4.2105263160000002","93","8.6021505380000001","NA","NA","111.76077979999999","33.987702880000001","9.2603302149999998","94.443499489999994","74.991392640000001","38.435025349999997"
"SACE_YDE",NA,920,"24.Asian_islands",2,5.99,24.37,6.38,3.37,2.62,42.73,11.98,48.74,12.76,6.74,5.24,85.46,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YCN",NA,921,"99.Other",2,8.19,11.26,7.42,4.35,1.52,32.74,16.38,22.52,14.84,8.7,3.04,65.48,"0","0","NA","0","NA","59.65","48.702599999999997","25.336066339999999","7.0205636350000002","9.0733326479999992","82.749734279999998","60.796707699999999","49.888859500000002"
"ASM",NA,922,"99.Other",3,8.83,8.01,1.82,0.93,0.75,20.34,26.49,24.03,5.46,2.79,2.25,61.02,"0","0","NA","0","NA","78.900000000000006","58.5","82.730163750000003","28.859058340000001","27.25168055","97.281131650000006","90.604901159999997","70.614468349999996"
"CGH",NA,923,"99.Other",3,11.02,9.86,2.97,1.04,0.75,25.64,33.06,29.58,8.91,3.12,2.25,76.92,"0","0","NA","0","NA","70","49.1","45.637295680000001","17.42929917","6.5049313440000001","95.606082319999999","54.362192759999999","39.012461860000002"
"CEP",NA,924,"99.Other",2,2.84,7.3,2.86,1.07,2.14,16.21,5.68,14.6,5.72,2.14,4.28,32.42,"0","13","0","52","0","82.3","71.900000000000006","34.309303739999997","21.971742370000001","22.093849070000001","93.366761490000002","67.303494400000005","38.48145074"
"CKR",NA,925,"99.Other",2,5.19,13.45,5.66,1.84,1.91,28.05,10.38,26.9,11.32,3.68,3.82,56.1,"0","35","0","76","13.15789474","91.9","81.599999999999994","77.477295380000001","27.87453348","20.697487720000002","95.115180159999994","92.269257679999996","79.27011315"
"ARP",NA,926,"25.Sake",2,9.15,19.52,0.93,9.09,2.71,41.4,18.3,39.04,1.86,18.18,5.42,82.8,"0","0","NA","0","NA","60.4","34.200000000000003","23.205507839999999","8.5319875360000008","7.7928802639999999","93.939463950000004","29.738712270000001","20.279353709999999"
"AEF",NA,927,"25.Sake",1,7.98,8.51,1.96,4.08,4.03,26.56,7.98,8.51,1.96,4.08,4.03,26.56,"NA","NA","NA","NA","NA","NA","NA","23.06572684","14.264217110000001","15.62961761","89.752281490000001","64.107376349999996","59.953543930000002"
"CMH",NA,928,"25.Sake",2,7.82,8.03,0.88,6.55,2.13,25.41,15.64,16.06,1.76,13.1,4.26,50.82,"0","0","NA","0","NA","78.099999999999994","43.4","16.631687100000001","3.9149992149999999","2.3857182269999999","39.748561799999997","9.9871458779999998","8.513434148"
"ARM",NA,929,"25.Sake",2,7.7,10.82,0.99,5.65,2.29,27.45,15.4,21.64,1.98,11.3,4.58,54.9,"0","0","NA","0","NA","37","5.22","5.8686753270000001","0.62542603299999999","0.36553756999999998","23.468551909999999","4.2011333710000001","5.6149168170000001"
"CLI",NA,930,"25.Sake",2,7.98,8.09,0.94,6.15,2.1,25.26,15.96,16.18,1.88,12.3,4.2,50.52,"0","0","NA","0","NA","57.4","34.200000000000003","9.4395773569999992","1.3336656060000001","0.61397324399999997","41.058416989999998","6.9865174659999996","6.657314446"
